,Place,room,bed,Condition,price,Rating,reviews
29220,Chao Lao Beach,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,Superb,46.0,9.0,11.0
29221,Haad Pleayleam,Double Room with Balcony and Sea View,1 large double bed,Good,172.0,7.3,288.0
29222,Bangkok,Studio,Entire studio • 1 bathroom • 484.4feet²1 extra-large double bed,Good,45.0,7.9,275.0
29223,Chaweng,Triple Room with Lake View,"2 beds (1 double, 1 sofa bed)",Very good,64.0,8.4,138.0
29224,"Ao Klong Son, Ko Chang",Superior Double or Twin Room with Garden View,2 single beds,Very good,51.0,8.0,222.0
29225,Ban Khlong Tamru,Standard Double or Twin Room,Beds: 1 double or 2 singles,Review score,23.0,5.2,26.0
29226,Rawai Beach,Studio (2 Adults),Entire studio • 1 bathroom • 1 kitchen • 452.1feet²1 extra-large double bed,Fabulous,43.0,8.6,242.0
29227,Ban Nong Ban Kao,Budget Double Room,1 large double bed,Good,23.0,7.5,2.0
29228,Mae Rim,Double Room with Mountain View,1 double bed,Superb,40.0,9.3,67.0
29229,Sai Yok,Standard Double Room with Fan,1 large double bed,Very good,16.0,8.2,99.0
29230,Mae Nam,Garden Bungalow,Entire bungalow • 1 bedroom • 1 bathroom • 430.6feet²2 single beds,Good,51.0,7.5,150.0
29232,Ban Pru Yai,Standard King Room,1 extra-large double bed,Fabulous,21.0,8.8,4.0
29233,"Mueang Kao, Sukhothai",King Room with Balcony,1 extra-large double bed,Superb,24.0,9.4,57.0
29234,Ko Samed,Garden Villa,"Entire villa • 1 bedroom • 1 bathroom • 1,076.4feet²1 large double bed",Superb,43.0,9.0,39.0
29235,Ban Krut,Standard Triple Room,"2 beds (1 single, 1 large double)",Very good,43.0,8.2,57.0
29236,"Ao Prao, Ko Samed",Deluxe Cottage Hillside,Entire chalet • 1 bedroom • 1 bathroom • 484.4feet²2 single beds,Superb,43.0,9.1,76.0
29237,Surin,Standard Queen Room,1 large double bed,Superb,24.0,9.3,7.0
29238,Khlung,Standard Double Room,1 double bed,Good,14.0,7.4,5.0
29239,"Klong Khong Beach, Ko Lanta",Standard Bungalow with Fan,Entire bungalow • 1 bedroom • 1 bathroom • 279.9feet²1 large double bed,Fabulous,25.0,8.7,79.0
29240,Ko Jum,Standard Villa,Entire villa • 1 bedroom • 1 living room • 1 bathroom • 645.8feet²1 extra-large double bed,Fabulous,53.0,8.8,54.0
29241,"Klong Nin Beach, Ko Lanta",Basic Double Room,1 large double bed,Good,39.0,7.4,112.0
29242,Phra Nakhon Si Ayutthaya,Standard Triple Room,"2 beds (1 large double, 1 futon)",Very good,24.0,8.0,309.0
29243,Chiang Mai,Deluxe Double or Twin Room,2 single beds,Superb,97.0,9.1,37.0
29244,Patong Beach,Deluxe Pool Access Room,1 large double bed,Very good,288.0,8.0,548.0
29245,Haad Rin,Ocean View Superior (Upper Unit),Entire bungalow • 1 bedroom • 1 bathroom • 344.4feet²2 single beds,Review score,63.0,6.5,85.0
29246,Lamai,Double Room with Sea View - Second Floor,1 large double bed,Superb,131.0,9.1,113.0
29247,Khanom,Standard Double or Twin Room with Sea View,"3 beds (2 singles, 1 double)",Good,60.0,7.3,26.0
29248,"Ko Lipe Pattaya Beach, Ko Lipe",Superior Bungalow,Entire bungalow • 1 bedroom • 1 bathroom • 172.2feet²1 large double bed,Good,99.0,7.5,90.0
29249,"Long Beach, Ko Lanta",Deluxe Twin Room with Balcony,2 single beds,Superb,43.0,9.2,107.0
29250,Kamala Beach,Double Room,1 extra-large double bed,Fabulous,43.0,8.6,263.0
29251,Ko Jum,Deluxe Bungalow with Garden View,Entire bungalow • 1 bedroom • 1 living room • 1 bathroom • 430.6feet²1 large double bed,Fabulous,14.0,8.8,34.0
29252,"Thong Takian, Lamai",Deluxe Garden Room,1 extra-large double bed,Superb,214.0,9.2,89.0
29253,Cha Am,King Room with Jacuzzi and Sea View,"2 beds (1 extra-large double, 1 sofa bed)",Superb,43.0,9.0,29.0
29254,Pai,Double Room with Private External Bathroom and Shared Living Room,1 double bed,Very good,29.0,8.1,61.0
29255,Phetchaburi,Queen Room,1 large double bed,Exceptional,18.0,10.0,1.0
29256,Ban Khao Khwang (2),King Suite with Sea View,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 592feet²2 beds (1 sofa bed, 1 large double)",Very good,114.0,8.4,54.0
29257,Kanchanaburi,Superior Double or Twin Room with Garden View,Beds: 1 double or 2 singles,Good,43.0,7.9,588.0
29258,"Long Beach, Phi Phi Don",Standard Room,1 double bed,Very good,43.0,8.1,329.0
29259,"Ko Lipe Sunset Beach, Ko Lipe",Seaview Bungalow,Entire bungalow • 1 bedroom • 1 bathroom • 226feet²1 extra-large double bed,Good,91.0,7.7,248.0
29260,Koh Tao,Standard Bungalow (2 Adults),Entire bungalow • 1 bedroom • 1 bathroom • 172.2feet²1 large double bed,Good,41.0,7.7,168.0
29261,Ao Nang Beach,Deluxe Pool View,Beds: 1 double or 2 singles,Review score,50.0,6.3,87.0
29262,Ko Phayam,Seaview Bungalows,1 large double bed,Fabulous,43.0,8.6,29.0
29263,Ban Bang Po,Bungalow with Air Conditioning,Entire bungalow • 1 bedroom • 1 bathroom • 258.3feet²1 large double bed,Good,40.0,7.4,68.0
29264,Ban Mai Na Hi,Standard Bungalow with Fan,Entire bungalow • 1 bedroom • 1 bathroom • 322.9feet²2 single beds,Review score,15.0,6.5,14.0
29266,Ko Yao Noi,Bungalow with Garden View,Entire bungalow • 1 bedroom • 1 bathroom • 269.1feet²2 single beds,Good,40.0,7.6,41.0
29267,Pai,Standard Queen Room,1 double bed,Good,18.0,7.5,152.0
29268,Mu Si,Family Suite,2 double beds,Good,451.0,7.5,39.0
29269,Mai Khao Beach,Villa 3 BR Private Pool,"Entire apartment • 3 bedrooms • 1 bathroom • 1 kitchen • 7,050.4feet²5 beds (4 singles, 1 extra-large double)",Very good,43.0,8.2,47.0
29270,Pattaya North,Deluxe Room,1 extra-large double bed,Fabulous,43.0,8.8,563.0
29272,Ao Nang Beach,Palm Twin Villa,Entire villa • 1 bedroom • 1 bathroom • 312.2feet²1 large double bed,Review score,40.0,6.8,150.0
29273,Roi Et,Holiday Home,Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 387.5feet²1 extra-large double bed,Very good,24.0,8.5,46.0
29274,"Koh Lanta Old Town, Ko Lanta",Superior King Room,1 extra-large double bed,Exceptional,40.0,9.7,78.0
29275,"Chang Moi, Chiang Mai",Superior Double or Twin Room,Beds: 1 double or 2 singles,Fabulous,50.0,8.7,8.0
29276,Lop Buri,One-Bedroom Chalet,Entire chalet • 1 bedroom • 1 bathroom • 215.3feet²2 double beds,Fabulous,22.0,8.7,38.0
29277,Ao Nang Beach,Deluxe Double or Twin Room,2 single beds,Good,43.0,7.8,366.0
29278,Sawankhalok,Standard Queen Room,1 large double bed,Good,16.0,7.9,10.0
29279,Ban Map Chalut,Bungalow,Entire bungalow • 1 bedroom • 1 living room • 1 bathroom2 single beds,Superb,60.0,9.1,21.0
29280,Phuket Town,Twin Room with Balcony,2 single beds,Fabulous,31.0,8.8,288.0
29281,"Klong Khong Beach, Ko Lanta",Standard Bungalow,Entire bungalow • 1 bedroom • 1 bathroom • 215.3feet²1 extra-large double bed,Very good,24.0,8.4,107.0
29282,"Klong Khong Beach, Ko Lanta",Bungalow with Garden View,Entire bungalow • 1 bedroom • 1 bathroom • 129.2feet²1 large double bed,Good,16.0,7.7,50.0
29283,Ban Cha-om,Bungalow,Entire bungalow • 1 bedroom • 1 bathroom • 279.9feet²1 extra-large double bed,Good,41.0,7.7,21.0
29284,Ban Bua Yai,Bungalow with Garden View,Entire bungalow • 1 bedroom • 1 bathroom • 226feet²1 large double bed,Exceptional,16.0,9.5,4.0
29285,Nong Sarai,Standard Double Room,1 extra-large double bed,Very good,50.0,8.3,91.0
29286,Chao Lao Beach,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,Superb,46.0,9.0,11.0
29287,"Haad Rin Nai, Haad Rin",Garden Bungalow with Twin bed,Entire bungalow • 1 bedroom • 1 bathroom • 269.1feet²2 single beds,Very good,116.0,8.3,230.0
29288,Bangkok,Studio,Entire studio • 1 bathroom • 484.4feet²1 extra-large double bed,Good,42.0,7.9,275.0
29289,Chaweng,Triple Room with Lake View,"2 beds (1 double, 1 sofa bed)",Very good,64.0,8.4,138.0
29290,Cha Am,Deluxe Double or Twin Room with Mountain View,Multiple bed types,Very good,43.0,8.5,105.0
29291,"Ao Thian Og, Koh Tao",Sea Double Room with Balcony,1 extra-large double bed,Very good,43.0,8.0,145.0
29292,Ko Phayam,Standard Double Room with Fan,1 extra-large double bed,Good,43.0,7.8,45.0
29293,"Sai Kaew Beach, Ko Samed",Superior King Room,1 extra-large double bed,Good,43.0,7.8,144.0
29294,Railay Beach,Double Room,1 double bed,Review score,43.0,6.7,259.0
29295,"Haad Rin Nok, Haad Rin",Double Room with Pool View,Beds: 1 double or 2 singles,Review score,90.0,6.4,240.0
29296,Kamala Beach,Two-Bedroom Pool Suite,"Private suite • 2 bedrooms • 1 living room • 2 bathrooms • 2,626.4feet²2 beds (1 extra-large double, 1 large double)",Exceptional,1151.0,9.6,157.0
29297,Ao Nang Beach,Deluxe Double Room with Mountain View,1 large double bed,Superb,82.0,9.1,729.0
29298,"Tonsai Bay, Phi Phi Don",Deluxe Double Room with Balcony,1 large double bed,Good,56.0,7.4,265.0
29299,Koh Tao,Standard Bungalow (2 Adults),Entire bungalow • 1 bedroom • 1 bathroom • 172.2feet²1 large double bed,Good,41.0,7.7,168.0
29300,Ao Nang Beach,Deluxe Pool View,Beds: 1 double or 2 singles,Review score,50.0,6.3,87.0
29301,Ko Phayam,Seaview Bungalows,1 large double bed,Fabulous,43.0,8.6,29.0
29302,Ban Mai Na Hi,Standard Bungalow with Fan,Entire bungalow • 1 bedroom • 1 bathroom • 322.9feet²2 single beds,Review score,16.0,6.5,14.0
29304,Ko Yao Noi,Bungalow with Garden View,Entire bungalow • 1 bedroom • 1 bathroom • 269.1feet²2 single beds,Good,40.0,7.6,41.0
29305,Pai,Standard Queen Room,1 double bed,Good,18.0,7.5,152.0
29306,Mai Khao Beach,Villa 3 BR Private Pool,"Entire apartment • 3 bedrooms • 1 bathroom • 1 kitchen • 7,050.4feet²5 beds (4 singles, 1 extra-large double)",Very good,43.0,8.2,47.0
29307,Pattaya North,Deluxe Room,1 extra-large double bed,Fabulous,43.0,8.8,563.0
29308,Ao Nang Beach,Palm Twin Villa,Entire villa • 1 bedroom • 1 bathroom • 312.2feet²1 large double bed,Review score,40.0,6.8,150.0
29309,Roi Et,Holiday Home,Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 387.5feet²1 extra-large double bed,Very good,24.0,8.5,46.0
29310,"Koh Lanta Old Town, Ko Lanta",Superior King Room,1 extra-large double bed,Exceptional,40.0,9.7,78.0
29311,Patong Beach,Superior City View - ABSC Wing,Beds: 1 double or 2 singles,Very good,43.0,8.0,183.0
29312,"Chang Moi, Chiang Mai",Superior Double or Twin Room,Beds: 1 double or 2 singles,Fabulous,50.0,8.7,8.0
29313,Lop Buri,One-Bedroom Chalet,Entire chalet • 1 bedroom • 1 bathroom • 215.3feet²2 double beds,Fabulous,22.0,8.7,38.0
29314,Sawankhalok,Standard Queen Room,1 large double bed,Good,16.0,7.9,10.0
29315,Lipa Noi,Villa with Partial Garden View,Entire villa • 1 bedroom • 1 bathroom • 861.1feet²1 extra-large double bed,Fabulous,95.0,8.8,26.0
29316,Ban Map Chalut,Bungalow,Entire bungalow • 1 bedroom • 1 living room • 1 bathroom2 single beds,Superb,64.0,9.1,21.0
29317,"Klong Khong Beach, Ko Lanta",Superior Double Room,1 large double bed,Good,29.0,7.7,267.0
29318,Phuket Town,Twin Room with Balcony,2 single beds,Fabulous,33.0,8.8,288.0
29319,"Klong Khong Beach, Ko Lanta",Standard Bungalow,Entire bungalow • 1 bedroom • 1 bathroom • 215.3feet²1 extra-large double bed,Very good,24.0,8.4,107.0
29320,Cha Am,Deluxe Double or Twin Room with Mountain View,Multiple bed types,Very good,43.0,8.5,105.0
29321,Ko Phayam,Standard Double Room with Fan,1 extra-large double bed,Good,41.0,7.8,45.0
29322,"Sai Kaew Beach, Ko Samed",Superior King Room,1 extra-large double bed,Good,42.0,7.8,144.0
29323,Railay Beach,Double Room,1 double bed,Review score,43.0,6.7,259.0
29324,Bang Tao Beach,Deluxe Double or Twin Room with Pool View,Multiple bed types,Review score,129.0,6.8,98.0
29325,"Haad Rin Nok, Haad Rin",Double Room with Pool View,Beds: 1 double or 2 singles,Review score,86.0,6.4,240.0
29326,Ao Nang Beach,Deluxe Double Room with Mountain View,1 large double bed,Superb,82.0,9.1,729.0
29327,"Tonsai Bay, Phi Phi Don",Deluxe Double Room with Balcony,1 large double bed,Good,56.0,7.4,265.0
29328,Koh Tao,Standard Bungalow,Entire bungalow • 1 bedroom • 1 living room • 1 bathroom • 172.2feet²2 single beds,Good,41.0,7.7,168.0
29329,Ao Nang Beach,Deluxe Pool View,Beds: 1 double or 2 singles,Review score,50.0,6.3,87.0
